,pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_orbsmax,pl_insol,pl_orbeccen,st_teff,st_rad,pl_dens
283,GJ 3929 c,2.26,5.71,15.04,317.0,0.081,1.68,0.0,3384.0,0.32,2.72
284,GJ 393 b,1.17,1.71,7.02679,485.0,0.05402,9.21,,3579.0,0.426,5.87
285,GJ 3942 b,2.57,7.14,6.905,590.0,0.0608,,0.121,3867.0,0.61,2.31
286,GJ 3988 b,1.74,3.69,6.9442,348.0,0.0405,2.45,0.0,3273.0,0.19734,3.85
287,GJ 3998 b,1.39,2.5,2.65033,,0.03,48.0,0.0,3726.0,0.5,5.12
288,GJ 3998 c,2.5,6.82,13.727,,0.09,5.4,0.0,3726.0,0.5,2.4
289,GJ 3998 d,2.34,6.07,41.78,,0.189,1.2,0.0,3726.0,0.5,2.6
290,GJ 411 b,1.45,2.69,12.9394,349.83,0.07879,3.13,0.063,3719.0,0.3685,4.85
291,GJ 414 A b,2.63,7.6,50.8,308.6,0.2324,,0.45,4120.0,0.68,2.3
292,GJ 414 A c,8.4,53.83,749.83,124.7,1.4,,0.105,4120.0,0.68,0.499
293,GJ 422 b,3.33,11.07,20.129,,0.111,,0.11,3323.0,0.370328,1.65
294,GJ 4274 b,1.53,2.97,1.6339,,0.0153,14.7,,3228.0,0.19,4.56
295,GJ 4274 c,2.83,8.39,69.57,,0.186,0.1,,3228.0,0.19,2.03
296,GJ 4276 b,4.22,16.57,13.352,,0.082,,0.37,3387.0,0.407,1.21
297,GJ 433 b,2.33,6.043,7.3705,,0.062,,0.04,3461.0,0.5,2.63
298,GJ 433 c,6.27,32.422,5094.105,,4.819,,0.12,3461.0,0.5,0.723
299,GJ 433 d,2.14,5.223,36.059,,0.178,,0.07,3461.0,0.5,2.93
300,GJ 436 b,4.17,22.1,2.64388312,686.0,0.0291,29.4322,0.13827,3586.11,0.455,1.8
301,GJ 463 b,13.1,1080.6165838,3459.0,,3.53,,0.146,3563.0,0.483,2.64
302,GJ 480 b,2.91,8.8,9.5536,406.0,0.068,,0.0,3509.0,0.449,1.96
303,GJ 486 b,1.289,2.77,1.46712127,696.3,0.01714,39.2,0.00086,3317.0,0.3243,6.66
304,GJ 504 b,12.10569916,1271.3,,510.0,43.5,,,6234.0,1.26,3.94
305,GJ 508.2 b,,587.98255295,5300.0,,4.85,,0.27,3720.0,0.53,
306,GJ 514 b,2.13,5.2,140.43,202.0,0.422,0.28,0.45,3728.0,0.5,2.96
307,GJ 536 b,2.41,6.37,8.70874,451.0,0.0668,9.9,0.0,3641.0,0.529,2.5
308,GJ 536 c,2.3,5.89,32.761,290.5,0.1617,1.692,0.0,3641.0,0.529,2.66
309,GJ 581 b,4.79,20.5,5.3686,,0.0399,,0.0342,3500.0,0.302,1.02
310,GJ 581 c,2.5,6.81,12.9211,,0.0718,,0.032,3500.0,0.302,2.39
311,GJ 581 e,1.38,2.48,3.1481,,0.02799,,0.012,3500.0,0.302,5.19
312,GJ 625 b,1.49,2.82,14.628,,0.078361,,0.13,3499.0,0.31,4.68
313,GJ 649 b,10.8,81.99972901,600.1,,1.112,,0.083,3734.0,0.5,0.358
314,GJ 667 C b,2.25,5.68,7.203,,0.050431,,0.2,3350.0,,2.74
315,GJ 667 C c,1.77,3.8,28.14,,0.125,,0.02,3350.0,,3.77
316,GJ 667 C e,1.45,2.7,62.24,,0.213,,0.02,3350.0,,4.87
317,GJ 667 C f,1.45,2.7,39.026,,0.156,,0.03,3350.0,,4.87
318,GJ 667 C g,1.99,4.6,256.2,,0.549,,0.08,3350.0,,3.21
319,GJ 674 b,3.33,11.09,4.6938,,0.039,,0.2,3600.0,0.36463,1.65
320,GJ 676 A b,12.8,1840.86213334,1051.44521,,1.735,,0.319,3734.0,0.69,4.82
321,GJ 676 A c,12.3,4288.14086724,13921.42302,,9.726,,0.295,3734.0,0.69,12.7
322,GJ 676 A d,1.78,3.81394088,3.60076,,0.039,,0.192,3734.0,0.69,3.72
323,GJ 676 A e,2.47,6.67439655,35.47358,,0.181,,0.152,3734.0,0.69,2.43
324,GJ 680 b,12.0,7977.4930157,17281.66514,,10.138,,0.381,3563.0,0.45933,25.4
325,GJ 682 b,1.93,4.4,17.478,,0.08,,0.08,3028.0,0.298255,3.36
326,GJ 682 c,2.89,8.7,57.32,,0.176,,0.1,3028.0,0.298255,1.98
327,GJ 685 b,2.95,9.0,24.16,,0.1344,,0.0,3816.0,0.54,1.93
328,GJ 687 b,4.32,17.2,38.142,,0.163,,0.17,3413.0,0.4183,1.17
329,GJ 687 c,4.14,16.0,727.562,,1.165,,0.4,3413.0,0.4183,1.24
330,GJ 720 A b,3.77,13.64,19.466,401.0,0.119,,0.12,3837.0,0.56,1.4
331,GJ 724 b,3.27,10.75,5.101284,611.0,0.04685,23.32,0.577,3799.0,0.52226,1.69
332,GJ 740 b,1.53,2.96,2.37756,829.0,0.029,79.0,0.24,3913.0,0.56,4.54
333,GJ 806 b,1.331,1.9,0.9263237,940.0,0.01406,130.0,,3600.0,0.4144,4.4
334,GJ 806 c,2.28,5.8,6.64064,490.0,0.0523,9.5,,3600.0,0.4144,2.69
335,GJ 832 b,13.8,314.65012293,3853.0,,3.7,,0.05,3472.0,0.441557,0.658
336,GJ 849 b,13.9,283.82076745,1925.31,,2.32,,0.029,3467.0,0.45,0.581
337,GJ 849 c,13.8,314.65012293,5990.0,,4.95,,0.092,3467.0,0.45,0.658
338,GJ 86 b,12.9,1404.8086,15.76491,,0.11,,0.04,5182.0,0.77,3.6
339,GJ 876 b,13.3,723.2235,61.1166,,0.208317,,0.0324,3293.74,0.3,1.69
340,GJ 876 c,14.0,226.9846,30.0881,,0.12959,,0.25591,3293.74,0.3,0.455
341,GJ 876 d,2.51,6.83,1.93778,,0.02080665,,0.207,3293.74,0.3,2.37
342,GJ 876 e,3.92,14.6,124.26,,0.3343,,0.055,3293.74,0.3,1.33
343,GJ 887 b,1.8,3.9,9.2619,426.0,0.0683,7.8,0.14,3688.0,0.468,3.67
344,GJ 887 c,2.43,6.5,21.784,320.0,0.121,2.5,0.17,3688.0,0.468,2.49
345,GJ 887 d,2.34,6.1,50.77,241.0,0.212,0.81,,3688.0,0.468,2.62
346,GJ 887 e,1.12,1.46,4.4249,544.0,0.0417,20.9,,3688.0,0.468,5.71
347,GJ 896 A b,13.3,718.29219982,284.39,,0.63965,,0.35,3345.0,0.394682,1.68
348,GJ 900 b,12.4,3496.112477,,,12000.0,,,3976.0,0.716187,10.1
349,GJ 9066 c,9.6,66.74396547,771.36,,0.88,,0.46,3154.0,0.164,0.415
350,GJ 9404 b,3.48,11.9,13.4586,,0.0943,,0.49,3811.0,0.626041,1.55
351,GJ 96 b,4.67,19.66,73.94,,0.291,,0.44,3785.0,0.580612,1.06
352,GJ 9689 b,3.07,9.65,18.27,453.04,0.1139,,0.29,3836.0,0.57,1.83
353,GJ 9714 b,12.5,2988.54051102,19240.75467,,12.319,,0.155,4263.0,0.662662,8.41
354,GJ 9773 b,14.2,172.580825,2965.0,,2.921,,0.218,3528.0,0.362,0.331
355,GJ 9827 b,1.44,4.28,1.208974,1035.01,0.0189,318.0,0.0,4236.0,0.58,7.858
356,GJ 9827 c,1.13,1.86,3.648103,715.94,0.0395,73.0,0.0,4236.0,0.58,7.142
357,GJ 9827 d,1.98,3.02,6.20183,675.0,0.053,34.9,0.0,4236.0,0.58,2.51
358,GPX-1 b,16.47720163,6261.2196179,1.744579,2300.0,0.0338,4650.0,0.0,7000.0,1.56,8.222423
359,GQ Lup b,33.6,6356.0,,2650.0,100.0,,,4360.0,1.94153,0.921
360,GSC 06214-00210 b,20.1762,5000.0,,2300.0,320.0,,,4200.0,0.90484,3.35
361,GU Psc b,14.179,3591.3,,1050.0,2000.0,,,4031.81,0.450458,6.92
362,Gaia-1 b,13.77583728,533.95172376,3.052524,1159.07,0.04047,426.5351,,5470.0,0.952,1.12
363,Gaia-2 b,14.81827249,259.66580852,3.6915224,1213.23,0.0467,512.0235,,5720.0,1.064,0.439
364,Gaia-4 b,12.4,3750.3752026,571.3,,,,0.338,4034.0,0.624,10.8
365,Gaia-5 b,12.1,6633.07885409,358.62,,,,0.6423,3447.0,0.345,20.6
366,Gaia22dkvL b,14.1,187.83658854,,,1.4,,,,,0.368
367,Gl 378 b,3.66,13.02,3.822,830.0,0.039435,,0.109,3879.0,0.56,1.46
368,Gl 410 b,2.83,8.4,6.02,,0.0531,,,3842.0,0.543,2.04
369,Gl 49 b,2.24,5.63,13.8508,,0.0905,,0.363,3805.0,0.511,2.75
370,Gl 686 b,2.46,6.624,15.53,379.0,0.091,,0.05,3656.0,0.427,2.45
371,Gl 725 A b,1.48,2.78,11.2201,,0.068,,0.0,3433.0,0.351,4.71
372,Gliese 12 b,0.93,0.95,12.761418,314.6,0.067,1.62,0.24,3328.0,0.265,6.4
373,HAT-P-1 b,14.784671,166.86075,4.46529976,1322.0,0.05561,259.687,0.0,5980.0,1.174,0.282
374,HAT-P-11 b,4.36,25.0,4.888,838.0,0.05258,100.77,0.251,4653.0,0.683,1.172
375,HAT-P-11 c,13.2,851.78013076,3361.0,,4.1,,0.652,4653.0,0.683,2.04
376,HAT-P-12 b,10.749,67.059,3.2130598,963.0,0.0384,118.075,0.0,4650.0,0.701,0.3192
377,HAT-P-13 b,14.258,270.462,2.91625,1740.0,0.04383,1978.5245,0.0133,5653.0,,0.340833
378,HAT-P-13 c,12.3,4538.421,446.27,340.0,1.258,,0.6616,5653.0,,13.4
379,HAT-P-14 b,15.91678,1093.3352,4.62767,1624.0,0.0596,1038.78,0.11,6600.0,1.82,1.56
380,HAT-P-15 b,11.88154,616.5902,10.8635,904.0,0.0965,79.7578,0.19,5568.0,1.07,1.96
381,HAT-P-16 b,,,2.77596727,,,,,,,
382,HAT-P-17 b,11.76945,184.3414,10.33852,800.0,0.0892,110.512,0.35,5246.0,0.87,0.44
383,HAT-P-17 c,13.1,1080.6,5584.0,,5.6,,0.39,5336.96,0.838682,2.64
384,HAT-P-18 b,11.153,62.61,5.508023,852.0,0.0559,82.2407,0.084,4803.0,0.749,0.25
385,HAT-P-19 b,11.29865255,88.03846874,4.00878322,981.2,0.04599,154.0,0.07,4962.0,0.773,0.335
386,HAT-P-2 b,10.659759,2866.81223114,5.6335158,1540.0,0.06814,588.518,0.5172,6380.0,1.39,7.29
387,HAT-P-2 c,12.4,3400.7639549,8500.0,,,,0.37,6412.0,1.416,9.8
388,HAT-P-20 b,9.718,2302.899,2.875317,970.0,0.0361,85.1168,0.015,4595.0,0.694,13.78
389,HAT-P-21 b,12.44199,1547.8321,4.12448,1367.0,0.05037,459.542,0.23,5588.0,1.21,3.633781
390,HAT-P-22 b,12.89035,785.0401,3.21222,1463.0,0.0414,325.569,0.02,5302.0,1.11,2.14
391,HAT-P-23 b,15.334,664.237,1.212884,2056.0,0.0232,2796.2342,0.106,5905.0,1.203,1.01
392,HAT-P-24 b,14.5717,238.3725,3.35524,1637.0,0.04651,1294.929,0.07,6373.0,1.38,0.44
393,HAT-P-25 b,12.722215,180.84527,3.65281514,1182.0,0.0466,325.0,0.023,5519.0,0.919,0.483
394,HAT-P-26 b,7.06167,22.2481,4.23452,1080.0,0.04748,185.0743,0.12,5079.0,0.87,0.258608
395,HAT-P-27 b,11.43,197.05,3.039577,1091.99,0.04,336.0384,0.0,5316.0,0.864673,0.76
396,HAT-P-28 b,13.585,198.953,3.257215,1384.0,0.0434,554.7122,0.051,5680.0,1.103,0.44
397,HAT-P-29 b,13.11453,279.6904,5.72319,1281.0,0.0667,433.0,0.09,6087.0,1.3,0.710842
398,HAT-P-3 b,10.53646,206.5895,2.8997,1189.0,0.03866,176.587,0.0,5185.0,0.87,0.855
399,HAT-P-30 b,16.14096,263.7989,2.8106,1630.0,0.0419,1467.9573,0.04,,,0.309
400,HAT-P-31 b,12.21781,721.4741,5.00542,1450.0,0.061,746.9025,0.25,6065.0,1.39,2.18
401,HAT-P-32 b,22.19382,216.1244,2.1500082,1835.7,0.03397,1841.0,0.159,6001.0,1.367,0.108
402,HAT-P-33 b,20.73665,292.4036,3.47447,1782.0,0.04995,1701.38,0.0,6446.0,1.79,0.2
403,HAT-P-34 b,13.417173,1058.3739,5.452654,1520.0,0.06774,433.78,0.432,6442.0,1.53,2.5
404,HAT-P-35 b,14.930388,335.62848,3.646706,1581.0,0.04978,999.6688,0.02,6096.0,1.435,0.55
405,HAT-P-36 b,14.313893,587.413406,1.32734683,1780.97,0.0241,1821.0,0.063,5620.0,1.041,1.175
406,HAT-P-37 b,13.204,371.528,2.797436,1271.0,0.0379,412.3914,0.058,5500.0,0.877,0.89
407,HAT-P-38 b,9.247,84.857,4.640382,1082.0,0.0523,243.0337,0.067,5330.0,0.923,0.59
408,HAT-P-39 b,17.609,190.372,3.54387,1752.0,0.0509,1915.6934,0.0,6430.0,1.625,0.19
409,HAT-P-4 b,14.28,213.255,3.056536,1686.0,0.04438,1438.0,0.0,5860.0,1.596,0.403
410,HAT-P-40 b,17.03768,152.5584,4.45724,1770.0,0.0608,1747.4151,0.0,6080.0,1.94,0.15
411,HAT-P-41 b,22.97845,378.2177,2.69405,1941.0,0.04258,2485.0721,0.0,6390.0,2.05,0.204
412,HAT-P-42 b,14.348,331.801,4.641878,1428.0,0.0575,684.0973,0.0,5743.0,1.53,0.61
413,HAT-P-43 b,13.63,210.395,3.3326414,1353.0,0.0444,521.877,0.0,5693.0,1.08,0.39
414,HAT-P-44 b,13.922,111.871,4.301219,1108.0,0.0507,185.119,0.044,5295.0,0.949,0.23
415,HAT-P-44 c,13.0,1271.3,872.2,,1.752,,0.494,5295.0,0.949,3.18
416,HAT-P-45 b,15.984,283.492,3.128992,1652.0,0.0452,1052.239,0.049,6330.0,1.319,0.38
417,HAT-P-46 b,14.392,156.684,4.463129,1458.0,0.0577,1405.4798,0.123,6120.0,1.396,0.28
418,HAT-P-49 b,17.82231,699.226,2.69155,2131.0,0.04378,4392.03,0.0,6820.0,2.06,0.75
419,HAT-P-5 b,13.56289,311.4734,2.78849,1517.0,0.04073,850.6754,0.0,5960.0,1.12,0.668403
420,HAT-P-50 b,14.437192,429.0705,3.1220109,1862.0,0.0453,2108.4362,0.115,6280.0,1.698,0.78
421,HAT-P-51 b,13.50682174,97.57332095,4.21802091,1168.2,0.05042,310.0,0.07,5453.0,0.995,0.218
422,HAT-P-52 b,11.309881,259.98494,2.7535953,1218.0,0.03694,227.759,0.047,5131.0,0.893,0.98
423,HAT-P-53 b,14.773462,471.65972,1.9616241,1778.0,0.03159,1400.0226,0.134,5956.0,1.209,0.8
424,HAT-P-54 b,10.581296,241.5508,3.799847,818.0,0.04117,88.6713,0.074,4390.0,0.617,1.118
425,HAT-P-55 b,14.84069045,189.42573057,3.5852313,1367.0,0.04628,583.0,0.17,5804.0,1.105,0.318
426,HAT-P-56 b,16.92559,734.1873,2.79083,1840.0,0.0423,3515.0,0.29,6566.0,1.47,0.75
427,HAT-P-57 b,19.50366,448.1403,2.4653,2200.0,0.0406,2726.6328,0.0,6330.0,1.85,0.332
428,HAT-P-58 b,14.93036229,118.2321674,4.0138379,1622.0,0.04994,1146.0,0.073,6078.0,1.53,0.194
429,HAT-P-59 b,12.58768533,489.45574678,4.1419771,1277.8,0.05064,441.4,0.03,5678.0,1.1038,1.347
430,HAT-P-6 b,16.58932,419.5356,3.85298,1675.0,0.05239,1099.44,0.0,6570.0,1.62,0.558
431,HAT-P-60 b,18.28184752,182.43350562,4.7947813,1772.0,0.06277,1634.0,0.25,6212.0,2.197,0.164
432,HAT-P-61 b,10.07687365,335.9446262,1.90231289,1505.0,0.0301,849.5,0.113,5587.0,0.938,1.8
433,HAT-P-62 b,12.02723629,241.86741773,2.6453235,1512.0,0.03772,867.2,0.101,5629.0,1.17,0.77
434,HAT-P-63 b,12.5428494,195.1466419,3.377728,1237.0,0.04294,387.4,0.069,5400.0,0.9661,0.54
435,HAT-P-64 b,19.08889413,184.34047606,4.007232,1766.0,0.05387,1611.0,0.101,6457.0,1.735,0.144
436,HAT-P-65 b,18.05766791,176.07693748,2.60544751,1818.0,0.04042,1821.0,0.304,5872.0,1.666,0.164
437,HAT-P-66 b,17.82231,248.86089,2.972086,1896.0,0.04363,1939.51,0.09,6002.0,1.881,0.242
438,HAT-P-67 b,23.9872187,143.02278315,4.8101069,1903.0,0.06505,2029.17,0.0,6640.0,2.62,0.061
439,HAT-P-68 b,12.016048,230.10892,2.29840551,1027.8,0.02996,184.8,0.041,4508.0,0.6701,0.727
440,HAT-P-69 b,18.786284,1137.8314,4.7869491,1930.0,0.06555,2320.18,0.0,7394.0,1.926,1.02
441,HAT-P-7 b,16.92559,584.8072,2.20474,2733.0,0.03809,4353.408,0.0,6389.0,2.0,0.712
442,HAT-P-70 b,20.96083,2154.8874,2.74432452,2562.0,0.04739,5405.6,0.0,8450.0,1.858,1.54
443,HAT-P-8 b,15.6926,406.8224,3.07634,1713.0,0.04496,1519.9645,0.0,6200.0,1.57,0.685644
444,HAT-P-9 b,15.614137,238.05467,3.92281072,1540.0,0.05287,931.0,0.084,6350.0,1.338,0.342
445,HATS-1 b,14.594,589.55,3.446459,1359.0,0.0444,489.9461,0.12,5870.0,1.038,1.03
446,HATS-10 b,10.861521,167.17858,3.312846,1407.0,0.04491,836.8558,0.501,5880.0,1.105,0.7
447,HATS-11 b,18.03,263.7989,3.619188,1596.0,0.0507,1027.296,0.34,6563.0,1.54,0.315
448,HATS-12 b,7.76,759.6137,3.142702,1446.0,0.0441,566.4817,0.085,6357.0,1.17,1.12
449,HATS-13 b,13.585308,172.58169,3.0440499,1244.0,0.04057,315.9878,0.181,5523.0,0.887,0.377
450,HATS-14 b,11.646151,340.39593,2.7667641,1276.0,0.03815,505.884,0.142,5346.0,0.933,1.191
451,HATS-15 b,12.385945,689.6911,1.74748753,1505.0,0.02712,2201.3363,0.126,5311.0,0.922,1.97
452,HATS-16 b,14.5717,1039.3041,2.686502,1592.0,0.03744,994.8095,0.0,5738.0,1.238,1.86
453,HATS-17 b,8.709393,425.25654,16.254611,814.0,0.1308,72.7,0.029,5846.0,1.091,3.5
454,HATS-18 b,14.896761,629.144485,0.83784,2069.48,0.0174,2990.0,0.166,5600.0,1.02,1.1169
455,HATS-2 b,12.57647635,435.42491759,1.35413379,1550.0,0.02317,950.0563,0.0,5227.0,0.876,1.20684
456,HATS-22 b,10.682177,870.8542,4.7228124,858.0,0.05025,111.299,0.079,4803.0,0.689,3.89
457,HATS-23 b,20.84874,467.2101,2.1605156,1654.0,0.03397,994.8004,0.114,5780.0,1.199,0.29
458,HATS-24 b,15.636555,718.2958,1.3484978,2166.0,0.0238,2706.9606,0.0,6125.0,1.12,1.03
459,HATS-25 b,14.12334,194.82979,4.2986432,1277.0,0.05163,454.8721,0.176,5715.0,1.107,0.38
460,HATS-26 b,19.61575,206.5895,3.3023881,1918.0,0.04735,2236.5716,0.245,6071.0,2.04,0.153
461,HATS-27 b,16.8135,168.4499,4.637038,1659.0,0.0611,1342.5733,0.581,6438.0,1.74,0.18
462,HATS-28 b,13.383546,213.58176,3.1810781,1253.0,0.04131,,0.202,5498.0,0.922,0.48
463,HATS-29 b,14.022459,207.54299,4.6058749,1212.0,0.05475,356.0,0.158,5670.0,1.073,0.411
464,HATS-3 b,15.48,340.382,3.547851,1648.0,0.0485,1212.0044,0.0,6351.0,1.404,0.51
465,HATS-30 b,13.170575,224.38798,3.1743516,1414.0,0.04354,718.9097,0.096,5943.0,1.061,0.543
466,HATS-31 b,18.38276,279.6904,3.37796,1823.0,0.0478,1619.406,0.233,6050.0,1.87,0.243
467,HATS-32 b,14.000041,292.4036,2.8126548,1437.0,0.04024,614.5934,0.471,5700.0,1.097,0.58
468,HATS-33 b,13.78707,378.85336,2.5495551,1429.0,0.03727,757.1284,0.08,5659.0,1.022,0.79
469,HATS-34 b,16.02887,299.07803,2.1061607,1445.0,0.03166,691.8428,0.108,5380.0,0.98,0.4
470,HATS-35 b,16.409976,388.38826,1.8209993,2037.0,0.03199,2440.7,0.306,6300.0,1.433,0.484
471,HATS-36 b,12.92,1022.14128,4.175186,1203.0,0.0523,561.0,0.105,5950.0,1.1,2.12
472,HATS-37 A b,6.792654,31.46517,4.3315366,1085.0,0.04913,229.7,0.0,5326.0,0.877,0.55
473,HATS-38 b,6.882326,23.51942,4.375021,1294.0,0.05036,464.7,0.0,5732.0,1.105,0.403
474,HATS-39 b,17.59813,200.2329,4.5776348,1645.0,0.06007,1547.1014,0.275,6572.0,1.621,0.202
475,HATS-4 b,11.433,420.471,2.516729,1315.0,0.0362,558.828,0.013,5403.0,0.925,1.55
476,HATS-40 b,17.71022,505.3497,3.2642736,2101.0,0.04997,3163.3762,0.312,6460.0,2.26,0.49
477,HATS-41 b,14.90797,3082.951,4.193649,1710.0,0.0583,1300.3125,0.38,6424.0,1.71,5.1
478,HATS-42 b,15.6926,597.5204,2.292102,1856.0,0.03689,1637.2058,0.229,6060.0,1.48,0.83
479,HATS-43 b,13.22662,82.95363,4.3888497,1003.0,0.04944,192.2328,0.173,5099.0,0.812,0.191
480,HATS-44 b,11.960003,177.9848,2.7439004,1161.0,0.03649,306.417,0.279,5080.0,0.847,0.56
481,HATS-45 b,14.414774,222.481,4.1876244,1518.0,0.05511,811.3504,0.24,6450.0,1.315,0.41
482,HATS-46 b,10.121727,54.98459,4.7423729,1054.0,0.05367,209.7699,0.559,5495.0,0.853,0.28
483,HATS-47 b,12.520453,117.27927,3.9228038,852.9,0.04269,87.73,0.088,4512.0,0.6564,0.331
484,HATS-48 A b,8.9672,77.23269,3.1316666,954.6,0.03769,137.6,0.162,4546.0,0.7152,0.589
485,HATS-49 b,8.574885,112.19399,4.1480467,834.8,0.04515,80.45,0.071,4405.0,0.6977,0.986
486,HATS-5 b,10.223,75.323,4.763387,1025.0,0.0542,183.2395,0.019,5304.0,0.871,0.39
487,HATS-50 b,12.66617,123.9537,3.8297015,1275.39,0.05046,625.3023,0.516,5990.0,1.117,0.33
488,HATS-51 b,15.80469,244.09344,3.3488702,1553.0,0.04639,740.2246,0.33,5758.0,1.44,0.34
489,HATS-52 b,15.490838,711.9392,1.36665436,1834.0,0.02498,1310.22,0.246,6010.0,1.046,1.06
490,HATS-53 b,15.02006,189.10885,3.8537768,1312.0,0.04753,471.61,0.33,5644.0,1.101,0.303
491,HATS-54 b,11.37711541,239.32479047,2.5441765,1429.0,0.037,476.965,0.0,5621.0,1.23,0.77
492,HATS-55 b,14.022459,292.72143,4.2042001,1367.0,0.05412,355.909,0.092,6214.0,1.126,0.587
493,HATS-56 b,18.920792,191.33366,4.324799,1902.0,0.06043,1080.87,0.019,6536.0,2.201,0.155
494,HATS-57 b,12.767051,1000.21101,2.350621,1413.4,0.03493,570.233,0.028,5587.0,0.96,2.65
495,HATS-58 A b,12.273855,327.3649,4.2180896,1721.0,0.05798,382.7103,0.168,7175.0,1.433,0.96
496,HATS-59 b,12.621334,256.17098,5.416081,1128.0,0.06112,269.0,0.129,5670.0,1.036,0.7
497,HATS-59 c,12.3,4036.441,1422.0,175.9,2.504,0.159,0.083,5670.0,1.036,11.9
498,HATS-6 b,11.186582,101.38777,3.3252725,712.8,0.03623,47.3315,0.0,3724.0,0.57,0.399
499,HATS-60 b,12.923977,210.40346,3.560829,1528.0,0.04708,903.9,0.191,5688.0,1.46,0.537
500,HATS-61 b,13.394755,1080.622,7.817953,1226.1,0.07908,374.2,0.092,5542.0,1.664,2.47
501,HATS-62 b,11.825495,56.89157,3.2768837,1237.0,0.04163,387.4,0.298,5416.0,0.933,0.076
502,HATS-63 b,13.529263,305.1168,3.0566527,1398.3,0.04026,634.1,0.136,5627.0,1.07,0.67
503,HATS-64 b,18.819911,305.1168,4.908897,1793.0,0.06562,1711.0,0.151,6554.0,2.113,0.245
504,HATS-65 b,16.824709,260.93843,3.105161,1634.0,0.04497,1178.0,0.062,6277.0,1.31,0.3
505,HATS-66 b,15.815899,1694.0339,3.1414391,1998.0,0.04714,2637.0,0.064,6626.0,1.841,2.34
506,HATS-67 b,18.887165,460.8535,1.6091788,2193.0,0.03032,3821.0,0.057,6594.0,1.441,0.374
507,HATS-68 b,13.809488,410.0007,3.5862202,1741.0,0.05071,1521.0,0.036,6147.0,1.748,0.856
508,HATS-69 b,10.592505,183.38791,2.2252577,1295.7,0.03211,466.6,0.519,5137.0,0.8785,0.46
509,HATS-7 b,6.310667,38.1396,3.185315,1084.0,0.04012,211.6178,0.17,4985.0,0.815,0.83
510,HATS-70 b,15.513256,4100.007,1.8882378,2730.0,0.03632,9110.0,0.18,7930.0,1.881,6.64
511,HATS-71 b,11.478016,117.5971,3.7955202,586.8,0.03745,18.0832,0.0,3405.0,0.4783,0.42
512,HATS-72 b,8.0973816,39.855882,7.3279474,739.3,0.066517,49.58,0.013,4656.1,0.7214,0.411
513,HATS-74 A b,11.56766808,464.02947422,1.73185606,895.1,0.02384,106.9,0.044,3776.9,0.5758,1.64
514,HATS-75 b,9.90873894,156.05374784,2.7886556,772.3,0.032742,59.26,0.064,3790.4,0.5848,0.878
515,HATS-76 b,12.09449018,835.570882,1.9416423,939.8,0.02658,129.8,0.062,4016.0,0.6259,2.58
516,HATS-77 b,13.05846252,436.69623122,3.0876262,828.3,0.03607,78.37,0.045,4071.0,0.6428,1.077
517,HATS-8 b,9.785457,43.86054,3.583893,1324.0,0.04667,510.8195,0.376,5679.0,1.086,0.259
518,HATS-9 b,13.85,266.02371,1.915291,1746.0,0.0312,2292.0839,0.075,5599.0,1.56,0.626
519,HD 100508 b,13.7,381.3940884,5681.0,,6.11,,0.42,5419.0,1.0179,0.815
520,HD 100546 b,77.3421,2701.5414595,,,53.0,,,10500.0,1.85288,0.0321
521,HD 100655 b,13.5,511.7063,157.57001,,0.68,,0.09,4891.0,10.06,1.14
522,HD 100777 b,13.7,390.92894061,383.0,,1.06,,0.38,5533.0,1.04,0.835
523,HD 101581 b,0.956,0.827,4.46569,834.0,0.046,80.0,,4675.0,0.63,5.2
524,HD 101581 c,0.99,0.937,6.20401,747.0,0.0573,52.0,,4675.0,0.63,5.31
525,HD 10180 c,,2741.58783878,5.75969,,0.06412,,0.073,5911.0,1.109,
526,HD 10180 d,,3295.88058059,16.357,,0.12859,,0.131,5911.0,1.109,
527,HD 10180 e,5.39,25.1,49.748,,0.2699,,0.051,5911.0,1.109,0.881
528,HD 10180 f,5.24,23.9,122.744,,0.4929,,0.119,5911.0,1.109,0.913
529,HD 10180 g,,3375.33768234,604.67,,1.427,,0.263,5911.0,1.109,
530,HD 10180 h,9.4,64.4,2205.0,,3.381,,0.095,5911.0,1.109,0.426
531,HD 101930 b,10.6,79.4575,70.46,,0.3,,0.11,5108.0,0.86,0.367
532,HD 102117 b,8.47,54.0311,20.8133,,0.15,,0.12,5655.0,1.23,0.489
533,HD 102195 b,14.2,130.3103,4.11377,,0.05,,0.0,5301.0,0.82,0.25
534,HD 102272 b,12.9,1570.0802,127.58,,0.51,,0.05,4790.0,10.3,4.02
535,HD 102329 b,12.6,2593.4928,778.09998,,1.81,,0.21,4745.0,9.82,7.12
536,HD 102329 c,13.5,483.1016,1123.0,,,,0.209,4830.0,6.3,1.08
537,HD 102843 b,13.1,113.9,3090.942,,4.074,,0.11,5436.0,0.961488,0.278
538,HD 102888 b,12.8,1808.44363583,252.06,,1.05,,0.11,4990.0,8.6,4.74
539,HD 102956 b,13.8,305.1168,6.4947,,0.0807,,0.037,4985.0,4.55,0.638
540,HD 103197 b,5.83,28.6047,47.84,,0.25,,0.0,5250.0,0.88,0.793
541,HD 103720 b,14.1,197.046,4.5557,,0.0498,,0.086,5017.0,0.73,0.386
542,HD 103774 b,13.3,116.0,5.8881,,0.07,,0.09,6489.0,1.581047,0.271
